audio_filepath,transcript
sounds/common_voice_ja_38413227.wav,この間おさんの秋刀魚を盗んでこの返報をしてやってからやっと胸のつかえが下りた
sounds/common_voice_ja_38379910.wav,ただ色が違った植物の色をしていなかった
sounds/common_voice_ja_19492770.wav,来月わたしの弟は二十歳になります
sounds/common_voice_ja_19682897.wav,ここで使われている文法形式は現在進行形である
sounds/common_voice_ja_19621167.wav,普通中距離トラックのドライバーは中年の人が多い
sounds/common_voice_ja_19485578.wav,田中さんの右に山田さんがいます
sounds/common_voice_ja_19555947.wav,きょうの授業はここまでですそれではまた来週会いましょう
sounds/common_voice_ja_19482489.wav,父は私に技師になってほしいと思っている
sounds/common_voice_ja_19682145.wav,彼女は父親似だ
sounds/common_voice_ja_19507543.wav,氷の温度は何度ですか
sounds/common_voice_ja_19485248.wav,物心ついて以来はこんな美しい夜を見たことがない
sounds/common_voice_ja_19485592.wav,きょうはレストランで晩ごはんを食べます
sounds/common_voice_ja_38425474.wav,心を開いておしゃべりしてかまいませんしまたたとえばあなたがどんなふうにクラムと話すつもりでいるのかをわたしたちに打ち明けることもできます
sounds/common_voice_ja_19763535.wav,今週日本語の授業は休みです
sounds/common_voice_ja_19534021.wav,彼等をからかってはいけません
sounds/common_voice_ja_19529149.wav,両手の指は変形し関節の辺りがこぶ状に盛り上がっていた
sounds/common_voice_ja_19529154.wav,父は私にどこへ行ったらいいか教えてくれた
sounds/common_voice_ja_38379907.wav,言いかたがまずかったかもしれないけれど規則の重要さを軽んじているわけでは全然ないのですただ一つのことだけあなたに聞いていただきたい
sounds/common_voice_ja_19763541.wav,きょうは大変楽しかったです
sounds/common_voice_ja_19682264.wav,不思議なことに結局彼は本当に試験に合格した
sounds/common_voice_ja_19682408.wav,きのうのパーティーはとても楽しかったです
sounds/common_voice_ja_19547325.wav,今午後七時です
sounds/common_voice_ja_19682981.wav,細かい意訳誤訳は気にしないでください
sounds/common_voice_ja_19580185.wav,母に誕生日のプレゼントをあげました
sounds/common_voice_ja_19584426.wav,なぜ日本語を勉強しているんですか
sounds/common_voice_ja_19496626.wav,スーパーへ買い物に行きます
sounds/common_voice_ja_19534124.wav,コンピューターのスイッチを入れます
sounds/common_voice_ja_38040710.wav,福岡県築上町
sounds/common_voice_ja_19482544.wav,貧しい人を愚弄してはいけない
sounds/common_voice_ja_19496607.wav,この箱はとても重いです
sounds/matthew_02-03.wav,言ったユダヤ人の王としてお生まれになった方はどこにおられますかわたしたちは東方でその方の星を見たので拝みに来たのです
sounds/common_voice_ja_19620161.wav,必ず変化が起こるだろう
sounds/common_voice_ja_19683096.wav,瓶の中にはまずほとんどワインは残っていない
sounds/common_voice_ja_19507453.wav,必要な場合には訪ねていらっしゃい
sounds/common_voice_ja_19682241.wav,彼等は田舎へ行った
sounds/common_voice_ja_38394791.wav,そこでシモンはお前の着物が大へん臭いので家内がいやだというのだよお前外へ行って飯を食ったらいいだろうと言いました
sounds/common_voice_ja_19485871.wav,風呂はついてますか
sounds/common_voice_ja_19485549.wav,彼女は飛行機事故で両親を失い孤児になった
sounds/common_voice_ja_19485575.wav,父は木にはしごを立てかけた
sounds/common_voice_ja_19507527.wav,聞いたところによると彼らの結婚は破綻をきたしているらしいよ
sounds/common_voice_ja_19485870.wav,物質が直接固体から気体に変わる過程を昇華という
sounds/common_voice_ja_19682147.wav,妹はもう寝ました
sounds/common_voice_ja_19701169.wav,部屋は全く整頓されていなかった
sounds/common_voice_ja_19621168.wav,ギンザケの卵を輸入してふ化させ海中で育てる養殖も始まっている
sounds/common_voice_ja_19485623.wav,彼女は憂鬱状態になることがある
sounds/common_voice_ja_19620104.wav,部屋をのぞいてみたらだれもいなかった
sounds/common_voice_ja_19534041.wav,駐車違反が減少し交通事故が減少すれば一気に吹きとぶことだろう
sounds/common_voice_ja_19507441.wav,このかばんは大きくて重いです
sounds/common_voice_ja_19682410.wav,風が和らいだ
sounds/common_voice_ja_19572008.wav,風が雪のふきだまりを作った
sounds/common_voice_ja_19712328.wav,父はそんなに果物を食べない
sounds/common_voice_ja_19485634.wav,先月隣の町にデパートができました
sounds/common_voice_ja_19682874.wav,彼女は筆ぶしょうだ
sounds/common_voice_ja_19485885.wav,兵隊は暗闇で四方に目を配った
sounds/common_voice_ja_19711814.wav,風邪を引いていたので私は学校を休んだ
sounds/common_voice_ja_19507465.wav,彼等の数は多い
sounds/common_voice_ja_19492764.wav,さあよく分かりません
sounds/matthew_02-25.wav,言った起きて子供とその母親を連れイスラエルの地に行きなさいこの子の命をねらっていた者どもは死んでしまった
sounds/common_voice_ja_19779206.wav,兵士たちは戦いの準備が出来ている
sounds/common_voice_ja_19485874.wav,彼女は夕食前にいつもピアノを練習する
sounds/common_voice_ja_19682996.wav,あの先生は大変りっぱな方です
sounds/common_voice_ja_19500872.wav,今度は逆に黒い部分に注目してみる
sounds/common_voice_ja_19485565.wav,不時にそなえなくてはいけない
sounds/common_voice_ja_19682306.wav,その結果雨が降れば大量の表土赤土化学肥料農薬が海に流れだす
sounds/common_voice_ja_19507452.wav,彼女は夕食後国語の勉強をした
sounds/common_voice_ja_19507446.wav,父は商用でアメリカに行くことが多い
sounds/common_voice_ja_19779203.wav,彼女は門のところに車を停めた
sounds/common_voice_ja_19572007.wav,彼女は悲惨な死に方をした
sounds/common_voice_ja_38425472.wav,先生は手よりも頭でやる方がずっと仕事が出来ること人民たちは残らずこの立派な先生に教わりに来てよく習わなければならないことだのを
sounds/common_voice_ja_19682681.wav,彼女は誘惑に負けてその宝石を買ってしまった
sounds/common_voice_ja_19485562.wav,髪も上げたほうが私は好きだ
sounds/common_voice_ja_19712330.wav,田中さんの家には車が二台あります
sounds/common_voice_ja_19547317.wav,まさにかわら版的政治寸評である
sounds/common_voice_ja_19710975.wav,負傷者現場から運ばれて行った
sounds/common_voice_ja_19682957.wav,父は暇なときにはよく推理小説を読んでいました
sounds/matthew_01-12.wav,ヨシヤはバビロンへ移住させられたころエコンヤとその兄弟たちをもうけた
sounds/common_voice_ja_19683044.wav,父の弁護士に遺言状を作成してもらった
sounds/common_voice_ja_19507492.wav,部員は先輩に一人ずつブローチを贈ることにした
sounds/common_voice_ja_19502606.wav,家の前は公園です
sounds/common_voice_ja_19711211.wav,彼女は夫から連絡があるまでずっといらいらしていた
sounds/common_voice_ja_19620158.wav,ゆらゆら電球が揺れて影が草の上をちらちらした
sounds/common_voice_ja_19507533.wav,あそこにたくさん店が並んでいます
sounds/common_voice_ja_19673793.wav,真昼の太陽がテニスコートを目も眩むほどに照らしあげた
sounds/common_voice_ja_19507451.wav,彼女へのクリスマスの贈り物は何ですか
sounds/common_voice_ja_19507428.wav,彼女は目標を達成した
sounds/common_voice_ja_38394777.wav,この動物は顔が人間より少し平たく鼻は落ち込んでいて唇が厚く口は広く割れていますだがこれくらいの違いなら野蛮人にだってあるはず
sounds/common_voice_ja_19502624.wav,彼女は良家の出身だ
sounds/common_voice_ja_19683094.wav,父はもっとよい地位につくために辞職した
sounds/common_voice_ja_19500923.wav,夕飯を食べておふろに入って寝ます
sounds/common_voice_ja_19485560.wav,肩慣らしには丁度いいかも
sounds/common_voice_ja_19673952.wav,父は私にいつも勇敢で快活であれと言いました
sounds/common_voice_ja_19507528.wav,変わりびなは世相をつづる
sounds/common_voice_ja_19507499.wav,部屋代はとても高い
sounds/common_voice_ja_19492773.wav,必ずこの手紙を渡して下さい
sounds/common_voice_ja_19763601.wav,彼女は料理になれている
sounds/common_voice_ja_19500870.wav,部屋の掃除を手伝ってくれませんか
sounds/common_voice_ja_19682761.wav,彼女は哀れを誘う有様だった
sounds/common_voice_ja_19534055.wav,祖母はおおむね機嫌よくサイコロをころがしている
sounds/common_voice_ja_19485633.wav,デパートで来年のカレンダーを買いました
sounds/common_voice_ja_19682992.wav,彼女は無断で欠勤した
sounds/common_voice_ja_19779200.wav,あしたイさんに電話をします
sounds/common_voice_ja_19485581.wav,去年より今年のほうが暑いです
sounds/common_voice_ja_19500871.wav,父は来月のはじめに帰ってきます
sounds/common_voice_ja_19580235.wav,父は毎週給料の一部を銀行に預金する
sounds/common_voice_ja_19763932.wav,彼女を映画に誘ったのだ
sounds/common_voice_ja_19523283.wav,空が少し曇ってきました
sounds/common_voice_ja_19682730.wav,社屋や従業員に被害はなく平常通り営業している
sounds/common_voice_ja_19534137.wav,風がひどく吹いている
sounds/common_voice_ja_19711820.wav,彼等はずっとよい友達だった
sounds/common_voice_ja_19711616.wav,あのかばんはわたしのかばんと同じです
sounds/common_voice_ja_19712374.wav,毎日八時間働きます
sounds/common_voice_ja_19485553.wav,向こうの空を鳥が飛んでいます
sounds/common_voice_ja_19779207.wav,来年わたしは新しい車を買おうと思います
sounds/common_voice_ja_19621169.wav,あした忘れないで本を返します
sounds/common_voice_ja_19580206.wav,彼女を見れば好きになる
sounds/common_voice_ja_19507435.wav,公園を散歩して家へ帰ります
sounds/common_voice_ja_19499817.wav,父は怒った顔をして私をちらっと見た
sounds/common_voice_ja_19492763.wav,あなたの行くところならどこへでも付いてゆくと決めたのだもの
sounds/common_voice_ja_19710848.wav,もう一杯水を飲みます
sounds/common_voice_ja_19682269.wav,きょうは妻の誕生日なので早くうちへ帰ろうと思います
sounds/common_voice_ja_19507459.wav,部屋を出るときは明かりを消したかどうか確かめて下さい
sounds/common_voice_ja_19507461.wav,田中さんは林さんに仕事を頼まれました
sounds/common_voice_ja_19710847.wav,彼女は料理がうまいと自慢している
sounds/common_voice_ja_19682871.wav,父はいそがしすぎて散歩もできません
sounds/common_voice_ja_19711619.wav,彼女は夕食の支度をしなければならない
sounds/matthew_01-24.wav,このすべてのことが起こったのは主が預言者を通して言われていたことが実現するためであった
sounds/common_voice_ja_19507513.wav,妹はきょうも高い熱が続いているので心配です
sounds/common_voice_ja_19507466.wav,きのうカラオケに行きましたがあまり歌いませんでした
sounds/common_voice_ja_19682994.wav,彼女は夕食の前にさっぱりした
sounds/common_voice_ja_19763997.wav,兵士は命令を実行しなければならない
sounds/common_voice_ja_19499819.wav,負傷者は救急車で運ばれた
sounds/common_voice_ja_19485570.wav,風がおさまると急に静かになった
sounds/common_voice_ja_19537423.wav,今いる市民が逃げ出すという事態が危惧されます
sounds/common_voice_ja_19711206.wav,標識には出口と書かれている
sounds/common_voice_ja_19485876.wav,大人になったらお酒を飲むことができます
sounds/common_voice_ja_38425471.wav,北海道足寄町
sounds/common_voice_ja_19507497.wav,風がとても激しく吹いている
sounds/common_voice_ja_19682846.wav,あの人の名前を忘れてしまいました
sounds/common_voice_ja_19485255.wav,部屋の中でキャッチボールをしてはいけません
sounds/common_voice_ja_19712377.wav,普通でいいですか
sounds/common_voice_ja_19534136.wav,必要なら彼女に地図を書いてあげるとトムは言った
sounds/common_voice_ja_19496632.wav,父は壁を白く塗った
sounds/common_voice_ja_19507443.wav,不正に対して反対の声を上げろ
sounds/common_voice_ja_19580187.wav,これは日本で売っていない食べ物です
sounds/common_voice_ja_19485568.wav,俺を哀れに思って助けてくれたのさ
sounds/common_voice_ja_19482545.wav,彼女を喜ばすためなら何でもやります
sounds/common_voice_ja_19485589.wav,父は両足を火のほうにのばしてソファーで居眠りしていました
sounds/common_voice_ja_19485559.wav,喜びばかりが続くとは限らないのだ
sounds/common_voice_ja_19534057.wav,台風で電車が遅れました
sounds/common_voice_ja_19500896.wav,来週わたしは友達と東京へ遊びに行きます
sounds/common_voice_ja_19485602.wav,一年に一回海外へ行きます
sounds/common_voice_ja_19486653.wav,しかし使徒たちはその危険に気付いた
sounds/common_voice_ja_19534122.wav,富士山がすばらしい眺めだった
sounds/common_voice_ja_19763875.wav,先生の話は意味が分かりませんでした
sounds/common_voice_ja_19711066.wav,病院は非常にお金がかかります
sounds/common_voice_ja_19500873.wav,彼女は母親似です
sounds/common_voice_ja_19500899.wav,彼女は目立ちたがり屋だ
sounds/common_voice_ja_19673953.wav,彼は都市生活の面で便利な面を強調した
sounds/common_voice_ja_19682305.wav,彼女は返事に困った
sounds/common_voice_ja_19683089.wav,氷が溶けている
sounds/common_voice_ja_19485558.wav,彼女は浮かんでいる雲を見た
sounds/common_voice_ja_19499820.wav,出かけるときハンカチを持って行きます
sounds/common_voice_ja_19682070.wav,彼女は僕からゆっくり離れていった
sounds/common_voice_ja_19496629.wav,貧者を見下してはいけない
sounds/common_voice_ja_19485245.wav,必要なら君と一緒に行こう
sounds/matthew_01-05.wav,アラムはアミナダブをアミナダブはナフションをナフションはサルモンを
sounds/common_voice_ja_19500922.wav,おやじは頑固だけれどもそんなえこひいきはせぬ男だ
sounds/common_voice_ja_19500924.wav,どうしてですか
sounds/common_voice_ja_19507489.wav,風邪が治るのに一か月以上かかった
sounds/common_voice_ja_19711617.wav,彼女は夫と離婚した
sounds/common_voice_ja_19534024.wav,もっと広い議場をという声もあったがチャーチル首相が抑えた
sounds/common_voice_ja_19507546.wav,彼女は飛行機に乗り込む前に私に手を振った
sounds/common_voice_ja_19492771.wav,コンピュータゲームのメーカーや業界団体などに関連する人物のカテゴリ
sounds/common_voice_ja_19485561.wav,父はバスに遅れてばかりいた
sounds/common_voice_ja_38394794.wav,最初のうちはきわめて小さなものだったのでしょうがソルディーニ氏のようなお役人たちの熱心さによって大きなものとなってしまいました
sounds/matthew_01-20.wav,夫ヨセフは正しい人であったのでマリアのことを表ざたにするのを望まずひそかに縁を切ろうと決心した
sounds/common_voice_ja_19534150.wav,こんなに上手に英語で手紙を書けるのにどうして話せないの
sounds/common_voice_ja_19507532.wav,彼女は亡霊を見て髪を逆立てた
sounds/common_voice_ja_38040716.wav,村は深い雪のなかに横たわっていた城の山は全然見えず霧と闇とが山を取り巻いていて大きな城のありかを示すほんの微かな光さえも射していなかった
sounds/common_voice_ja_19507429.wav,彼女は魅力的だ
sounds/common_voice_ja_19507488.wav,父が花に水をやるのを手伝った
sounds/common_voice_ja_19682998.wav,辞書を見て日本語を勉強します
sounds/common_voice_ja_19584427.wav,父は泳げますが母は泳げません
sounds/common_voice_ja_19485567.wav,本状の持参人は友人の鈴木君です
sounds/common_voice_ja_19485247.wav,不景気だと言いつつ今年のゴールデンウイークに海外旅行をする人は過去最高らしい
sounds/common_voice_ja_19710967.wav,彼女は余り親しくなかった
sounds/common_voice_ja_19496605.wav,今日はとても暑い
sounds/common_voice_ja_19507454.wav,物価が上がりつつある
sounds/common_voice_ja_19485566.wav,富士山はみんなに知られている
sounds/common_voice_ja_19485551.wav,筆記用具を持って来るのを忘れた
sounds/common_voice_ja_19534110.wav,壁に何枚かの絵があります
sounds/common_voice_ja_19711207.wav,彼女は瓶から牛乳を空けた
sounds/common_voice_ja_19682194.wav,危ないのであそこの窓を開けてはいけません
sounds/common_voice_ja_19517024.wav,彼女は風邪を引きやすかった
sounds/common_voice_ja_19507434.wav,夫の死後ずっと彼女は一人暮らしだ
sounds/common_voice_ja_19485622.wav,大昔のフィリピンには豊かな土地があった
sounds/common_voice_ja_19534154.wav,不眠症です
sounds/common_voice_ja_19682060.wav,貧乏暇なしですよ
sounds/common_voice_ja_19500874.wav,彼女は彼女の祖母に育てられた
sounds/common_voice_ja_19485595.wav,この料理は家庭で作れます
sounds/matthew_01-11.wav,ヒゼキヤはマナセをマナセはアモスをアモスはヨシヤを
sounds/common_voice_ja_19507444.wav,物価を調査するために委員会が設立された
sounds/common_voice_ja_19682265.wav,勉強すれば少しずつ日本語が上手になるでしょう
sounds/common_voice_ja_19485574.wav,ツュレンハルト領はヴュルテンベルク領に編入された
sounds/common_voice_ja_19682869.wav,皆さん来週漢字のテストをします
sounds/common_voice_ja_19485656.wav,父は禁煙を決意した
sounds/common_voice_ja_19682927.wav,平和の反対は戦争である
sounds/common_voice_ja_19682843.wav,半年一年とつづくと自分から願い出て病院を移ることがあるという
sounds/common_voice_ja_19496628.wav,この色はとてもきれいです
sounds/common_voice_ja_19507467.wav,彼女は卵を持ち逃げした
sounds/common_voice_ja_19580186.wav,部屋の中はものすごく静かだった
sounds/common_voice_ja_19547305.wav,物事をいいかげんにするな
sounds/common_voice_ja_19485877.wav,部屋には彼が一人だった
sounds/common_voice_ja_19507534.wav,彼女は彼を宥めすかして機嫌を直させた
sounds/common_voice_ja_38350882.wav,この芸を一番うまく熱心にやった者に優等賞として青色の糸が授けられます二等賞は赤糸で緑が三等賞です
sounds/common_voice_ja_19682895.wav,不運にも案内者が道をまちがえた
sounds/common_voice_ja_19500965.wav,父は夕食前に入浴する
sounds/common_voice_ja_19485593.wav,わたしは静かできれいな所に住みたいです
sounds/common_voice_ja_19507523.wav,父の懐におられる一人子の神が神を解き明かされたのである
sounds/common_voice_ja_19485546.wav,物事は重なって起こる
sounds/common_voice_ja_19682728.wav,兵士の食料が底をつきかけている
sounds/common_voice_ja_19485618.wav,うちの中学は弁当制で持って行けない場合は五十円の学校販売のパンを買う
sounds/common_voice_ja_19492772.wav,文無しなんだ
sounds/common_voice_ja_19683048.wav,車は高いですが便利です
sounds/common_voice_ja_19485547.wav,分かってるんだけどどうしようもないのよ
sounds/common_voice_ja_19763770.wav,今姉は東京に一人で住んでいます
sounds/common_voice_ja_19485627.wav,あの人は足が細くて長いです
sounds/common_voice_ja_19682732.wav,鼻風邪をひきました
sounds/common_voice_ja_19507487.wav,彼女は病気だろうと思う熱があるから
sounds/common_voice_ja_19763600.wav,じゃあバスで病院へ行きます
sounds/common_voice_ja_19534042.wav,部屋は真っ暗だったので全く何も見えなかった
sounds/common_voice_ja_38337213.wav,今度はタラスのところへ行った第二の小悪魔がおれの方は手伝ってもらわなくてもいいうまく運んでいると言いながら話し出しました
sounds/common_voice_ja_19485249.wav,逆境に耐えたこのプロデューサーの作品にはヒューマニズムが脈々と息ずいている
sounds/common_voice_ja_19580184.wav,そうなんです
sounds/common_voice_ja_19682308.wav,彼女は微笑みながら私に話しかけた
sounds/common_voice_ja_19502621.wav,持ち物は食器着替えの下着タオル洗面用具などだ
sounds/common_voice_ja_19682729.wav,国産品のように見えて実は外国産という食品が氾濫している
sounds/common_voice_ja_19485887.wav,来月から新しい生徒が来るそうです
sounds/common_voice_ja_19534138.wav,いっしょに旅行に行きませんか
sounds/common_voice_ja_19682239.wav,父は料理が得意だ母はといえば食べるのが得意だ
sounds/common_voice_ja_19485600.wav,エドガーさんは魔法使いだった事もあるんですか
sounds/common_voice_ja_19507476.wav,物価はまだ上昇中である
sounds/common_voice_ja_19547342.wav,父は医者です
sounds/common_voice_ja_19523286.wav,彼女は料理がうまい
sounds/matthew_02-04.wav,これを聞いてヘロデ王は不安を抱いたエルサレムの人々も皆同様であった
sounds/common_voice_ja_19779202.wav,病気のため彼はその会合に出席できなかった
sounds/common_voice_ja_19496648.wav,父は毎日日記をつけている
sounds/common_voice_ja_19682236.wav,父は夜ジョギングすることに慣れている
sounds/common_voice_ja_19682327.wav,父も私も初めてその美術館へ行きました
sounds/common_voice_ja_19677957.wav,皆さんが行くならわたしも行きます
sounds/common_voice_ja_19711063.wav,彼女は美術の勉強をするためにフランスにいった
sounds/common_voice_ja_19711615.wav,彼の話はあまりにも馬鹿げていたので誰も信じなかった
sounds/common_voice_ja_19507525.wav,父は少し頭が古い
sounds/common_voice_ja_19507426.wav,物価は上がり目だった
sounds/common_voice_ja_19500966.wav,天衣無縫おおらかなものだ
sounds/common_voice_ja_19499629.wav,新しい靴をはいて出かけます
sounds/common_voice_ja_19507431.wav,兵士たちは夜明け前にその丘のふもとに着いた
sounds/common_voice_ja_19496665.wav,三日前髪を切りました
sounds/common_voice_ja_19673951.wav,避妊はちゃんとコンドームつけてたのよね
sounds/common_voice_ja_19673949.wav,物価を押し上げるのにいくつかの要因が作用した
sounds/common_voice_ja_19712362.wav,山田さんはおもしろい人です
sounds/common_voice_ja_19507457.wav,物は試し
sounds/common_voice_ja_19711613.wav,汚い行為の報いは必ず自分に返ってくる
sounds/common_voice_ja_19529147.wav,農業をやめざるをえない人があり関連企業もこの不況にひきずられているという
sounds/common_voice_ja_19502627.wav,雰囲気はいささか緊張したものになることがある
sounds/common_voice_ja_19502603.wav,不動産の価格が日本では異常なほどに高騰してきた
sounds/common_voice_ja_19683017.wav,あの人は小林さんです
sounds/common_voice_ja_19534034.wav,いろいろありがとうございました
sounds/common_voice_ja_19485256.wav,氷山の一角だよ
sounds/common_voice_ja_19547327.wav,私は編集員を四年くらいはやったと思う
sounds/common_voice_ja_19529145.wav,名前を書いてください
sounds/common_voice_ja_19547308.wav,不意を打たれて私は返事に困った
sounds/common_voice_ja_19682962.wav,あしたの朝洗濯しなければなりません
sounds/common_voice_ja_19682817.wav,父が出かけようとした矢先に電話が鳴った
sounds/common_voice_ja_19502607.wav,風やら雨やらで旅行は台無しだった
sounds/common_voice_ja_19485601.wav,貧しいので買えない
sounds/common_voice_ja_19711064.wav,取っ組み合いは夕方まで続いた
